,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
502,더 셰프,Movie,2015,7.2,1시간 40분,드라마,코미디,,"Bradley Cooper, Sienna Miller, Omar Sy, Daniel Brühl, Riccardo Scamarcio, Sam Keeley",John Wells,"미슐랭 2스타라는 명예와 부를 거머쥔 프랑스 최고의 셰프 ‘아담 존스’(브래들리 쿠퍼). 모든 것이완벽해야만 하는 강박증세에 시달리던 그는 괴팍한 성격 탓에 일자리를 잃게 되고 기나긴 슬럼프에 빠지게 된다. 하지만 이내 자신의 모든 것을 걸고 마지막 미슐랭 3스타에 도전하기로 결심한 ‘아담’은 각 분야 최고의 셰프들을 모으려는 불가능을 실행에 옮기기 위해 런던으로 떠난다. 절대 미각의 소스 전문가 ‘스위니’(시에나 밀러)와 상위 1%를 매혹시킨 수셰프 ‘미쉘’(오마 사이), 화려한 테크닉을 자랑하는 파티시에‘맥스’(리카르도 스카마르치오)를 포함하여 전폭적인 지원을 아끼지 않는 레스토랑 오너 ‘토니’(다니엘 브륄)까지 모두 ‘아담’의 실력만을 믿고 그의 제안을 받아들인다. 그러나 주방에 감도는 뜨거운 열기와 압박감은 ‘최강의 셰프 군단’과 완벽을 쫓는 ‘아담’ 사이의 경쟁심을 극으로 치닫게 만드는데..."
503,저스티스,Movie,2011,6.8,1시간 44분,스릴러,액션,드라마,"Nicolas Cage, January Jones, Guy Pearce, Harold Perrineau, Jennifer Carpenter, Xander Berkeley",Roger Donaldson,"처참하게 폭행당한 아내, 법보다 빠르고 확실한 복수를 약속하는 의문의 남자와 조직. 어느 날, 집으로 돌아오던 아내가 정체불명의 괴한에게 처참하게 폭행을 당한 윌(니콜라스 케이지). 하지만 범인을 잡을 수 없다는 절망과 분노에 빠져있던 그 때, 정체불명의 남자(가이 피어스)가 다가와 은밀한 제안을 한다. 바로 아내를 폭행한 범인에게 대신 복수를 해주겠다는 것. 그들의 제안을 수락한 순간, 대리복수의 함정에 빠졌다! 윌은 고민 끝에 그들의 제안을 수락하고, 아무도 모르게 범인은 살해된다. 그리고 다시 찾아온 그들이 요구한 대리복수의 대가는 그 역시 타인의 복수를 대신 해줘야 한다는 것! 평범한 일상에서 일급살인 용의자가 되어 쫓기는 신세가 된 윌. 그는 이제, 경찰과 비밀조직 모두의 추격을 피해 진실을 파헤쳐야 하는데… 사랑하는 사람이 처참하게 폭행당했고, 가해자는 법의 심판조차 받지 않았다. 그리고, 다가온 은밀한 제안… 당신은 복수를 의뢰하시겠습니까?"
504,스노우맨,Movie,2017,5.9,1시간 59분,스릴러,범죄,드라마,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Val Kilmer, J.K. Simmons, Toby Jones",Tomas Alfredson,첫눈이 내리는 날 한 여인이 실종되는 사건이 일어났을 때 형사 해리 홀레는 오랫동안 미제 살인사건을 저질러온 연쇄살인마가 다시금 나타났음을 직감한다. 신임경찰 카틀린과 함께 수사를 시작한 그는 다시 눈이 내리기 전에 범인을 잡아야 한다고 다짐하는데...
505,행복을 찾아서,Movie,2006,8.7,1시간 57분,드라마,MadeinEurope,,"Will Smith, Jaden Smith, Thandiwe Newton, Brian Howe, James Karen, Kurt Fuller",Gabriele Muccino,"미국 샌프란시스코. 의료기 세일즈맨 크리스 가드너(윌 스미스)는 여기저기 열심히 뛰어다니지만 한물간 의료기기는 좀처럼 팔리지 않는다. 아들 크리스토퍼(제이든 스미스)는 엉터리 유치원에서 하루종일 엄마를 기다리다 잠들기 일쑤. 세금도 못내는 형편에 자동차까지 압류당하자 참다 지친 아내마저 두사람을 떠나버린다. 살던 집에서도 쫓겨난 크리스와 크리스토퍼. 이제 지갑에 남은 전재산이라곤 달랑 21달러 33센트 뿐. 전재산 21달러… 돌아갈 집도 없지만 꿈이 있다면 지켜내야 한다! 극한 상황에서도 크리스토퍼를 보살피던 크리스는 빨간색 페라리를 모는 성공한 주식중개인을 만나 ‘남이 할 수 있다면, 나도 할 수 있다’는 희망과 함께 주식중개인 인턴에 지원한다. 덜컥 붙긴 했지만 땡전 한푼 못받는 무보수에 60대 1이라는 엄청난 경쟁을 이겨내야 하는 혹독한 과정. 학력도 경력도 내세울 것 없지만 크리스는 아들과 함께 노숙자 시설과 지하철 화장실을 전전하는 어려움 속에서도 행복을 찾기 위한 위한 마지막 기회에 도전하게 되는데…"
506,나는 어떻게 슈퍼히어로가 되었는가,Movie,2020,6.9,1시간 37분,판타지,스릴러,액션,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen",Douglas Attal,평범한 시민들과 슈퍼히어로가 공존하는 현재의 파리. 일반인에게 초능력을 부여하는 약물의 등장과 함께 사건이 줄을 잇자 두 경찰이 수사에 나선다. 무책임한 힘의 범람을 막아야 하기에
507,미이라 2,Movie,2001,7.2,2시간 10분,판타지,스릴러,액션,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Oded Fehr, Patricia Velásquez",Stephen Sommers,"'미이라'에서 동고동락을 한 릭 오코넬과 에블린은 결혼하여 8살짜리 아들까지 두고 행복한 가정을 꾸려나가고 있다. 그들은 고대 이집트 문명에 관한 전문가가 되어, 세계 어느 곳이든 발굴 여행을 떠난다. 그러던 어느날 에블린이 환영을 보고, 그것을 근거로 이집트의 한 무덤에 발을 들여 놓는다. 그곳은 바로 오래전 죽음의 신 아누비스의 군대를 이끌고 전세계를 정복하였던 전설적인 왕 스콜피온 킹의 팔찌가 있는 곳이었다. 스콜피온 킹이 세계를 정복하는 꿈을 이루자 죽음의 신은 스콜피온 킹이 약속한대로 그의 영혼을 거두고 그의 군대와 종족을 없애 버렸다. 스콜피온 킹은 누군가가 그의 팔찌를 찾아 그를 환생시켜 군대를 다시 통솔할 날을 기다리며 조용히 무덤속에 묻혀 있었다. 한편, 부활한 고대 이집트 마법사 이모텝은 세계를 정복하기 위해서는 스콜피온 킹 팔찌를 찾은 뒤 그를 죽이고 그의 군대를 이용해야만 한다는 결론을 내린다. 그러나 그 팔찌는 우연히 오코넬 아들 손에 들어가고..."
508,천사와 악마,Movie,2009,7.5,2시간 18분,스릴러,액션,,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, Nikolaj Lie Kaas",Ron Howard,"세계 최대의 과학연구소 ‘CERN’(유럽 원자핵 공동 연구소)에서 우주 탄생을 재현하는 빅뱅 실험이 진행되고 실험을 통해 강력한 에너지원인 반물질 개발에 성공하지만 과학자가 살해되고 반물질이 사라지는 사건이 발생한다. 한편, 하버드대 종교기호학 교수 로버트 랭던(톰 행크스)은 교황청으로부터 의문의 사건과 관련된 암호 해독을 의뢰받는다. 새로운 교황을 선출하는 고대의식인 ‘콘클라베’가 집행되기 전, 가장 유력한 4명의 교황 후보가 납치되고 교황청에 비밀결사 일루미나티의 상징인 앰비그램이 나타난 것. 500년만에 부활한 일루미나티는 4명의 교황 후보를 한 시간에 한 명씩 살해하고 마지막에는 CERN에서 탈취한 반물질로 바티칸을 폭파시킬 것이라며 카톨릭 교회를 위협한다. 사건을 해결하기 위해 로마 바티칸에 도착한 로버트 랭던과 비토리아는 곳곳에 숨겨져 있는 일루미나티의 단서를 파헤치며 그들의 근거지로 향하는 ‘계몽의 길’ 추적에 나서는데…"
509,노브레싱,Movie,2013,7.2,1시간 58분,드라마,스포츠,로맨스,"Seo In-guk, Lee Jong-suk, Kwon Yu-ri, Park Chul-min, Park Jung-chul, Shin Min-chul",Cho Yong-sun,"어릴 적부터 수영 유망주로 서로가 유일한 라이벌이었던 ‘원일’(서인국)과 ‘우상’(이종석). 수영천재로 인정받던 ‘원일’이 갑자기 수영을 그만두고 종적을 감춘다. ‘우상’은 전국민의 마린보이로 성장, 수영계의 독보적 1인자로 자리매김한다. 반면 수영으로부터 도망친 ‘원일’의 현재엔 꿈도 내일도 없다. 그러던 어느 날, 각자 다른 이유로 국내 최고의 명문 체고에서 재회하며 다시 한번 똑 같은 출발선에 서게 된 두 사람. 하지만 전과 달리 ‘원일’은 ‘우상’과의 정면승부를 자꾸만 피하려고 하는데... 꿈을 향한 두 남자의 황홀한 레이스가 펼쳐진다!"
510,한니발,Movie,2001,7.4,2시간 11분,범죄,드라마,스릴러,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta, Giancarlo Giannini, Zeljko Ivanek",Ridley Scott,"10년전, 전편에서 ""오랜 친구를 먹으러 간다""며 유유히 사라진 한니발 렉터는 이탈리아 플로랜스에서 미술과 예술에 관한 지식을 맘껏 발휘하며 도서관장으로 살고 있다. 렉터의 영원한 뮤즈인 FBI 요원 클라리스 스털링은 사이코 살인마인 한니발 렉터의 도움으로 납치된 상원위원의 딸을 찾아내 명성을 얻게 된다. 그러나 그 사건 이후 그녀는 한니발과의 관계에 대한 악몽에 벗어나지 못하고 있다. 이미 베테랑인 그녀는 FBI조직 내 관료들과 사사건건 부딛치는 존재가 되고 어느날, 마약 소굴 소탕작전을 진행하는 과정에서 아기를 안고 있는 마약조직 두목을 쏘아 죽인다. 언론으로부터 무분별한 작전이었고 무기를 먼저 사용했다는 질책을 받게 되는 스털링. 이어진 사건, 그녀를 좌천시킬 기획를 보고 있던 클랜들러는 한니발 렉터와 스탈링과의 관계를 위조해 그녀를 강등시킨다. 그러나 그녀의 위기를 복수의 기회로 생각하는 한 사람이 있다. 바로 전편에서 한니발의 네번째 희생자로 얼굴 표면을 뜯긴 재벌 메이슨 버거. 그는 10년간 흉측한 몰골로 휠체어 신세를 지면서 한니발 렉터에게 복수할 그 날만 기다려 왔는데..."
511,"괜찮아요, 미스터 브래드",Movie,2017,7.0,1시간 41분,드라마,코미디,음악,"Ben Stiller, Austin Abrams, Jenna Fischer, Michael Sheen, Luke Wilson, Jemaine Clement",Mike White,"비영리 단체에서 일하며 평범한 하루를 보내는 브래드는 사회에 영향력을 행세하는 크레이그, 절대 갑부 제이슨, 은퇴 후 안락한 삶을 살고 있는 빌리 등 잘나가는 대학 동창들의 SNS를 보며 열등감에 휩싸인다. 그러던 중 아이비리그에 지원하려는 아들 트로이와 함께 보스턴으로 캠퍼스 투어를 떠나게 되고 잠시나마 아들의 명문대 진학이 자신의 초라함을 보상해 줄거란 즐거운 상상을 하게 된다. 하지만 트로이의 실수로 하버드 입학 면접 기회를 잃게 되고 브래드는 아들을 위해 껄끄러운 사이인 크레이그에 연락해 도움을 청하게 되는데.."
512,신비아파트: 금빛 도깨비와 비밀의 동굴,Movie,2018,8.7,1시간 8분,판타지,공포,가족,"Cho Hyun-jung, Kim Young-eun, Kim Chae-ha, Shin Yong-woo, Yeo Min-jeong, Shim Kyu-hyuk",Kim Byeong-gab,"100년이 넘은 신비아파트에 살고 있는 '하리', '두리' 남매와 102살 도깨비 '신비'는 우연히 숲 속에 숨겨진 비밀의 동굴을 발견한다. 동굴의 힘에 휩쓸려 22년 전 과거, 1996년으로 가게 된 '하리', '두리', '신비'는 아파트가 사라진 마을에서 어린 시절의 엄마 '유지미'를 만난다. '유지미'의 보물지도를 따라 함께 모험을 떠나게 된 '하리', '두리', '신비'는 금빛 도깨비 '금비'를 만나게 되고, 이들은 함께 오싹한 모험을 시작하는데...! 올 여름, 대세 애니메이션 '신비아파트'의 첫 스크린 데뷔! 오싹한 재미와 뭉클한 감동이 극장에서 펼쳐진다!"
513,소공녀,Movie,2018,8.1,1시간 46분,로맨스,드라마,코미디,"Esom, Ahn Jae-hong, Kang Jin-ah, Kim Kuk-hee, Lee Sung-wook, Choi Deok-moon",Jeon Go-woon,"하루 한 잔의 위스키와 한 모금의 담배 그리고 사랑하는 남자친구만 있다면 더 바라는 것이 없는 3년 차 프로 가사도우미 미소. 새해가 되자 집세도 오르고 담배와 위스키 가격마저 올랐지만 일당은 여전히 그대로다. 좋아하는 것들이 비싸지는 세상에서 포기한 건 단 하나, 바로 ‘집’. 집만 없을 뿐 일도 사랑도 자신만의 방식대로 살아가는 사랑스러운 현대판 소공녀 미소의 도시 하루살이가 시작된다!"
514,분닥 세인트,Movie,1999,8.1,1시간 48분,스릴러,액션,범죄,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco, Billy Connolly, David Ferry",Troy Duffy,"육류 냉동 회사에서 일하며 평범하게 살아가던 아일랜드 계 미국인 코너(Conner MacManus: 숀 패트릭 프래너리 분)와 머피(Murphy MacManus: 노만 리더스 분) 형제는 근처 술집에서 벌어진 싸움에 연루된다. 도시 개발로 술집 자리에 대형 빌딩이 들어서게 되자, 하루 빨리 술집 문을 닫게 하기 위해 러시아 계 폭력배가 술집에 나타난 것이다. 코너와 머피를 비롯한 술집의 단골 손님들은 폭력배와 싸워 이들을 혼내주지만 앙심을 품은 폭력배들은 복수를 하기 위해 코너와 머피 형제를 죽이러 찾아온다. 동생의 죽음을 막기 위해 코너는 화장실 변기에 묶인 채로 5층에서 뛰어내리고, 폭력배들은 모두 죽는다. 그러나 코너와 머피는 정당방위로 곧 풀려나고 예기치 않게 영웅대접을 받게 된다. 이에 무관심과 범죄로 타락해가는 사회를 구한다는 소 영웅심리가 발동한 이들은 러시아 갱단 및 범죄조직들을 찾아 다니며 무차별 사살을 시작한다. 형제는 자신들의 행동을 썩어가는 사회를 구하기 위해서 꼭 해야만 하는 종교적 소명의식처럼 받아들이는 것이다. 한편 괴팍한 성격의 일급 FBI 요원 스메커(Paul Smecker: 윌렘 대포 분)는 이 사건을 맡아 서서히 그 윤곽을 잡아가던 중 언론과 시민들도 서서히 이들의 살인이 범법인가에 대한 의문을 제시하고, 스메커의 갈등은 고조된다."
515,센스 앤 센서빌리티,Movie,1995,8.3,2시간 16분,로맨스,드라마,,"Emma Thompson, Alan Rickman, Kate Winslet, Hugh Grant, James Fleet, Harriet Walter",Ang Lee,"18세기 말 영국 노아랜드 파크(Norland Park)가에 슬픔이 깔린다. 대쉬우드 씨가 갑자기 사망한 것이다. 그의 재산은 유산법에 따라 첫번째 결혼에서 얻은 아들 존과 그의 아내 패니에게 돌아간다. 대쉬우드의 두 번째 부인과 그녀의 세 딸 엘리노어, 마리안네, 마가레테는 살던 집을 빼앗기고 먼 친척이 제공한 작은 오두막으로 이사한다. 연 500파운드로 그들은 살아야 한다. 그들이 새 거주지로 옮기기 전에 엘리노어는 패니의 순진한 오빠 에드워드를 알게 되고 사랑하게 된다. 그녀가 자신의 감정을 표현하기도 전에 패니는 그녀의 오빠를 런던으로 재빨리 돌려보낸다. 그곳에서 그는 자신에게 맞는 훌륭한 배필을 만나 결혼해야 한다. 새 거주지에서 대쉬우드 가족들은 쉽게 적응하고, 엘리노어는 에드워드에 대한 갈망을 감추고 가족의 경제를 책임지며 살아간다. 마리안네에게 두 명의 구혼자가 나타난다. 운명적으로 만나게 되는 신사 코로넬 브란돈과 경박하고 쾌활하며 멋있는 윌러비가 있다. 런던에서 여름휴가를 보내러 온 윌러비는 마리안네의 마음을 사로잡는다. 그러나 그는 그녀를 떠나 런던으로 돌아간다. 엘리노어는 에드워드의 약혼소식을 접하고 상처를 입는다. 대쉬우드가의 자매들은 런던으로 간다. 그곳에서 마리안네는 윌러비가 약혼한 후 곧 다른 여자와 결혼한다는 것을 알게 되고, 엘리노어도 결혼계획을 앞둔 에드워드를 만난다. 고향으로 돌아가는 길에 병이 든 마리안네는 언니와 코로넬 브란돈의 정성어린 보살핌으로 낫게 된다. 두 자매는 그들의 경험으로 인생에 대해 알게 된다. 첫사랑의 실패로 보다 성숙해진 그들은 앞으로 그들을 기다릴 진정한 만남을 기대한다."
516,러브 앤 몬스터스,Movie,2020,8.0,1시간 49분,액션,코미디,판타지,"Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing, Ariana Greenblatt, Ellen Hollman",Michael Matthews,"세상은 괴물로 인해 망했다. 그래서 7년 동안 벙커에 숨어 살았다. 짠하지만 사랑스러운 조엘. 그가 지하 생활을 박차고 나온다. 진정한 사랑, 그녀를 만나러 가기 위하여!"
517,월요일이 사라졌다,Movie,2017,7.8,2시간 4분,스릴러,판타지,SF,"Noomi Rapace, Marwan Kenzari, Christian Rubeck, Willem Dafoe, Glenn Close, Clara Read",Tommy Wirkola,"1가구 1자녀 ‘산아제한법’으로 인구증가를 통제하는 사회, 태어나서는 안 될 일곱 쌍둥이가 태어났다. 이들을 몰래 키우기로 결심한 외할아버지 ‘테렌스 셋맨’(윌렘 대포)은 먼데이, 튜즈데이, 웬즈데이, 써스데이, 프라이데이, 새터데이, 선데이라는 이름을 지어주고 쌍둥이들이 발각되지 않고 모두 살아 남을 수 있도록 엄격한 규칙을 만든다. 첫째. ‘카렌 셋맨’이라는 하나의 이름으로 살 것. 둘째. 자신의 이름과 같은 요일에만 외출할 것. 셋째. 외출해서 한 일은 모두에게 공유할 것. 어느 월요일 저녁, 평소처럼 출근했던 ‘먼데이’가 연락도 없이 사라지고 정부의 비밀 조직이 이들의 은신처에 갑자기 들이닥치는데… 더 이상 하나의 이름 뒤에 숨어있을 수 없는 일곱 쌍둥이들의 목숨을 건 팀플레이 액션이 시작된다!"
518,나는 전설이다,Movie,2007,8.0,1시간 41분,스릴러,SF,액션,"Will Smith, Alice Braga, Charlie Tahan, Dash Mihok, Salli Richardson-Whitfield, Willow Smith",Francis Lawrence,바이러스 감염으로 전 인류가 사망하고 홀로 뉴욕에 살아 남은 과학자 로버트 네빌(윌 스미스). 혹시라도 있을 다른 생존자를 찾아 절박한 심정으로 네빌은 3년 동안 방송을 송신해 왔다. 마침내 그는 혼자가 아니라는 것을 알게 되는데...
519,"협녀, 칼의 기억",Movie,2015,7.1,2시간 1분,드라마,액션,역사,"Lee Byung-hun, Jeon Do-yeon, Kim Go-eun, Lee Jun-ho, Lee Kyung-young, Kim Tae-woo",Park Heung-sik,"칼이 지배하던 시대, 고려 말 왕을 꿈꿨던 한 남자의 배신 그리고 18년 후 그를 겨눈 두 개의 칼. 고려를 탐한 검, 유백. 대의를 지키는 검, 월소. 복수를 꿈꾸는 검, 홍이. 뜻이 달랐던 세 개의 칼이 부딪친다."
520,빽 투 더 퓨쳐 3,Movie,1990,8.1,1시간 58분,코미디,SF,서부,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue",Robert Zemeckis,"1955년에 남겨진 마티는 박사의 흔적을 찾는다. 브라운 박사가 1855년으로 갔음을 알게 되고, 폐광 속에 숨겨져 있던 드로리안을 찾아낸다. 1855년의 서부에 도착한 마티는 드로리안의 고장으로 곤경에 빠지지만, 맥플라이 가문의 선조인 세이머스와 매기 부부의 도움을 받고 박사도 만난다. 고장 난 드로리안으로 시간 여행을 하기위해서는 그에 달하는 속도가 유지되어야 하고, 박사와 마티는 그 속도를 얻기 위해 기관차를 이용할 위험한 계획을 세운다. 하지만 박사는 여교사인 클라라와 사랑에 빠져서 그 시대에 남고 싶어한다."
521,박화영,Movie,2018,7.8,1시간 39분,드라마,,,"Kim Ga-hee, Kang Min-ah, Lee Jae-kyoon, Lee Yoo-mi, Kim Do-wan, Han Seong-su",Lee Hwan,"박화영의 집에 모인 모두는 매일 라면을 먹고, 매번 담배를 피우고 동갑인 화영을 ‘엄마’라고 부른다. 화영에게는 단짝인 무명 연예인 친구 미정이 있다. 미정은 또래들의 우두머리인 남자친구 영재를 등에 업고 친구들 사이에서 여왕으로 군림한다. 화영을 이용하고 괴롭히는 영재는 화영과 미정, 둘의 사이가 마땅치 않다. 어느 날 화영의 집으로 들어온 또 한 명의 가출 소녀 세진은 영재와 심상치 않은 관계가 된다. 그리고 미정보다 먼저 그 사실을 알게 된 화영은 세진을 가만두고 볼 수가 없다."
522,크리스마스 연대기: 두 번째 이야기,Movie,2020,7.5,1시간 52분,판타지,,,"Kurt Russell, Goldie Hawn, Darby Camp, Julian Dennison, Jahzir Bruno, Darlene Love",Chris Columbus,냉소적인 십 대 소녀가 된 케이트. 그녀가 산타클로스와 다시 만난 이유는? 크리스마스를 영원히 없애려는 못된 말썽꾼이 나타났거든!
523,직쏘,Movie,2017,6.7,1시간 31분,스릴러,공포,범죄,", , Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Anderson",Michael Spierig,도심 한복판에서 사람들이 한 명씩 살해 된 채 곳곳에서 발견된다. 모든 수사 결과와 증거는 이미 사망한 존 크레이머 일명 직쏘를 범인으로 지목하는데…
524,소스 코드,Movie,2011,8.2,1시간 33분,스릴러,SF,액션,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright, Michael Arden, Russell Peters",Duncan Jones,"도시를 위협하는 열차 폭탄 테러 사건 해결을 위해 호출된 콜터 대위. 콜터 대위는 시공간 이동 기밀 시스템인 소스 코드로 과거에 접속해 통근열차 테러로 사망한 남자의 마지막 8분으로 돌아가 폭탄을 찾고 범인을 잡아야 하는 임무를 부여받는다. 이 임무가 성공해야만 6시간 뒤로 예고된 시카고를 날려버릴 대형 폭탄 테러를 막아 미래를 구할 수 있다. 콜터 대위는 스크린에 비치는 굿윈의 명령을 따라야 하지만 소스 코드가 뭔지도 제대로 이해 못하는 상태. 군부는 상황 설명을 요구하는 그를 강제적으로 기차 테러의 마지막 8분 속에 반복해서 보내고, 그는 모든 직감을 이용해 사건의 단서와 용의자를 찾아야 하는데..."
525,언컷 젬스,Movie,2019,7.9,2시간 16분,드라마,범죄,스릴러,", , Adam Sandler, Julia Fox, Lakeith Stanfield, Idina Menzel",Benny Safdie,"하워드 래트너는 뉴욕에서 보석상을 하는 유대인이다. 그러나 보석과 장물을 가지고 계속 돌려막기를 하는 탓에 여러 군데에 빚을 지고 있고, 심지어는 친척인 아르노에게까지 빚을 져 아르노의 빚쟁이에게 독촉을 당하는 상황. 어느 날 보스턴 셀틱스 소속 NBA 슈퍼스타 케빈 가넷이 하워드의 보석상에 구경을 오게 된다. 변변찮은 물건들에 가넷이 실망을 하고 돌아가려는 찰나 에티오피아에서 17개월을 걸려 공수한 큼지막한 오팔이 도착한다. 오팔을 본 가넷은 신비한 기운을 느끼고, 이건 신의 계시라며 자신에게 오팔을 팔아달라고 말하지만 하워드는 거절한다. 드마니와 가넷의 계속된 설득 끝에 하워드는 그의 우승반지를 담보로 오팔을 빌려주는데..."
526,결혼 이야기,Movie,2019,8.6,2시간 17분,드라마,코미디,로맨스,"Adam Driver, Scarlett Johansson, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty",Noah Baumbach,"한때 스타였지만 지금은 남편에게 가려진 연극배우 니콜과 브로드웨이에서 잘나가는 연출가 찰리는 9년 여에 걸친 결혼 생활을 정리하고 이혼을 준비 중이다. 서로에 대한 존중으로 원만한 이혼을 계획하지만 합의 과정이 쉽지만은 않다. 니콜은 드라마 촬영을 이유로 뉴욕을 떠나 고향 LA로 이주하고, 그곳에서 찰리에게 이혼 소송을 제기한다. 찰리는 아들의 양육권을 얻기 위해 LA와 뉴욕을 오가며 소송에 임한다. 파경을 맞았지만 관계를 유지해야 하는 한 가족을 예리하고도 따뜻한 시선으로 바라본다."
527,"아이, 로봇",Movie,2004,7.8,1시간 55분,SF,액션,스릴러,"Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell, Bruce Greenwood, Shia LaBeouf",Alex Proyas,"2035년, 인간은 지능을 갖춘 로봇에게 생활의 모든 편의를 제공받으며 편리하게 살아가게 된다. 인간의 안전을 최우선으로 하는 로봇 3원칙이 내장된 로봇은 인간을 위해 요리하고 아이들을 돌보며 없어서는 안될 신뢰 받는 동반자로 여겨진다. NS-4에 이어 더 높은 지능을 가진 로봇 NS-5의 출시를 하루 앞둔 어느 날, NS-5의 창시자인 래닝 박사가 의문의 죽음을 맞이한다. 그의 죽음을 둘러싼 수많은 추측이 난무한 가운데, 시카고 경찰 델 스프너(윌 스미스)는 자살이 아니라는데 확신을 갖고 조사에 착수한다. 끔찍한 사고 이후 로봇에 대한 적대감을 갖고 있던 그는 이 사건 역시 로봇과 관련이 있다고 믿고 숨은 음모를 파헤치는데..."
528,살인자의 기억법,Movie,2017,8.0,1시간 58분,스릴러,액션,범죄,"Sol Kyung-gu, Kim Nam-gil, Kim Seol-hyun, Oh Dal-su, Hwang Suk-jung, Kil Hae-yeon",Won Shin-yeon,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다. 병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다. 다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!"
529,링컨,Movie,2012,7.8,2시간 29분,드라마,역사,전쟁,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook",Steven Spielberg,"미연방 역사상 가장 아픈 상처로 기억될 남북전쟁. 그 사이에 노예제도가 있었다. 모든 인간은 자유로워야 한다고 믿는 링컨은 전쟁이 끝나는 순간 노예제 폐지 역시 물거품이 될 것이라 확신하고 전쟁 종결 이전에 헌법 13조 수정안을 통과시키려 한다. 하지만 수정안 통과까지 20표만을 남겨놓은 상황에서 남부군으로부터 평화제의가 들어온다. 전장에서 흘리게 될 수많은 젊은 장병들의 목숨, 그리고 앞으로 태어날 모든 인류의 자유. 그 무엇도 포기할 수 없는 링컨에게 위대한 결단의 순간만이 남아 있는데…"
530,스트레이트 아웃 오브 컴턴,Movie,2015,8.6,2시간 27분,드라마,역사,음악,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge, Marlon Yates Jr.",F. Gary Gray,"1980년대 말 컴턴 출신인 닥터 드레, 이지-이, 아이스 큐브, MC 렌, DJ 옐라는 N.W.A를 결성, 빈곤과 차별에 대한 분노를 토해내는 랩을 선보이며 사회적 반향을 일으킨다. DJ의 꿈을 품지만 번번이 현실의 벽에 부딪치던 닥터 드레(코리 호킨스)는 아이스 큐브(오셔 잭슨 주니어), 이지-이(제이슨 미첼)와 함께 컴턴 지역의 삶과 흑인 차별을 그대로 반영한 갱스터 랩에 파고든다. 이들은 첫 싱글의 폭발적인 반응으로 전국구 스타가 되지만 매니저 제리(폴 지아마티)의 농간 때문에 수익이 제대로 분배되지 않자 아이스 큐브와 닥터 드레가 연이어 팀을 이탈한다."
531,나의 소녀시대,Movie,2015,8.1,2시간 14분,로맨스,코미디,,"Vivian Sung, Darren Wang, Dino Lee, Dewi Chien, Andy Lau, Joe Chen",Frankie Chen,"돌아가고 싶은 리즈시절(?) 숨기고 싶은 흑역사(!) 1994년 대책 없이 용감했던 고딩시절, 유덕화 마누라가 꿈인 평범한 소녀 ‘린전신’과 학교를 주름잡는 비범한 소년 ‘쉬타이위’의 첫사랑 밀어주기 작전"
532,안나 카레니나,Movie,2012,7.4,2시간 10분,로맨스,드라마,,"Keira Knightley, Jude Law, Aaron Taylor-Johnson, Kelly Macdonald, Matthew Macfadyen, Domhnall Gleeson",Joe Wright,"아름다움 외모와 교양을 갖춘 사교계의 꽃 안나 카레니나. 러시아 정계의 최고 정치가인 남편 카레닌, 8살 아들과 함께 호화로운 저택에서 행복한 결혼 생활을 하고 있지만, 고루하고 이성적인 남편에게 염증을 느낀다. 낯선 파티에서도 안나의 아름다움은 시선을 고정시키고, 그녀 앞에 매력적인 외모의 젊은 장교 브론스킨이 나타난다. 안나는 애써 브론스킨을 외면하지만, 그의 저돌적인 애정공세에 결국 치명적 사랑에 빠지게 되는데..."
