id,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
770,시동,Movie,2019,8,1시간 42분,드라마,액션,,"Ma Dong-seok, Park Jeong-min, Jung Hae-in, Yum Jung-ah, Choi Sung-eun, Kim Jong-soo",Choi Jung-yol,"학교도 싫고 집도 싫고 공부는 더더욱 싫다며 엄마에게 1일 1강스파이크를 버는 반항아 택일. 절친 상필이 빨리 돈을 벌고 싶다며 사회로 뛰어들 때, 무작정 집을 뛰쳐나간 택일은 우연히 찾은 장풍반점에서 남다른 포스의 주방장 거석이형을 만나게 된다. 강렬한 첫 인사를 나누자마자 인생 최대 적수가 된 거석이형과 택일. 세상 무서울 것 없던 택일은 장풍반점에서 상상도 못한 이들을 만나 진짜 세상을 맛보게 되는데…"
771,내 아내의 모든 것,Movie,2012,7.1,2시간 1분,로맨스,코미디,드라마,"Im Soo-jung, Lee Sun-kyun, Ryu Seung-ryong, Lee Kwang-soo, Kim Jung-tae, Lee Sung-min",Min Kyu-dong,"예쁘고 사랑스러운 외모, 완벽한 요리 실력, 때론 섹시하기까지. 남들이 보기엔 모든 것을 갖춘 최고의 여자 정인. 하지만 입만 열면 쏟아내는 불평과 독설로 인해 남편 두현에겐 결혼생활 하루하루가 죽을 맛이다. 매일 수백 번씩 이혼을 결심하지만 아내가 무서워 이혼의 ‘이’자도 꺼내지 못하는 소심한 남편 두현. 그런 아내와 헤어질 방법은 단 하나뿐. 그녀가 먼저 두현을 떠나게 하는 것! 제발… 제 아내를 유혹해 주세요! 아내가 싫어하는 짓만 골라하며 소심한 반항을 해보지만 눈도 까딱 않는 정인으로 인해 두현은 절망에 빠진다. 하지만 어떤 여자든 사랑의 노예로 만들어 버리는 비범한 능력을 지녔다는 전설의 카사노바 성기를 만나 절호의 기회를 얻는 두현! 이제 은퇴를 선언하고 은둔의 삶을 선택한 그에게 두현은 카사노바 일생의 화룡점정을 위한 마지막 여자로 정인을 유혹해 달라고 부탁하는데…"
772,수영장으로 간 남자들,Movie,2018,7.6,2시간 2분,드라마,코미디,스포츠,"Mathieu Amalric, Guillaume Canet, Benoît Poelvoorde, Jean-Hugues Anglade, Virginie Efira, Leïla Bekhti",Gilles Lellouche,"2년차 백수 베르트랑, 예민미 폭발 로랑, 파산 직전의 사장님 마퀴스, 히트곡 전무한 로커 시몽… 가정, 직장, 미래 등 각양각색의 걱정을 안고 수영장에 모인 벼랑 끝의 중년 남자들이 인생의 마지막 금메달을 꿈꾸며 마지막 도전을 시작한다. 오합지졸 수중발레 군단은 수영장의 어벤져스로 거듭날 수 있을까? 이젠 정말 죽기 아니면 까무러치기다!"
773,레모니 스니켓의 위험한 대결,Movie,2004,7.5,1시간 48분,코미디,가족,판타지,"Emily Browning, Liam Aiken, Jim Carrey, Meryl Streep, Jude Law, Kara Hoffman",Brad Silberling,"화재로 부모님과 집을 한꺼번에 잃는 보들레르가의 세 남매인 바이올렛, 클로스, 써니. 부모로부터 엄청난 유산을 상속받았지만 그들이 성인이 되기 전에는 한 푼의 유산도 사용할 수 없다. 집을 잃은 아이들은 후견인이 되어줄 겁나먼 친척 올라프 백작을 만나게 된다. 올라프 백작은 아이들을 반갑게 맞이하지만 실제로 그는 아이들의 유산을 노리는 사악한 인물. 유산을 빼앗기 위해 그는 온갖 비열한 방법을 서슴지 않는다. 아이들은 올라프의 마수로부터 도망쳐 파충류학자 몽고메리 삼촌과 박식한 조세핀 숙모의 집을 전전하게 된다. 그러나 올라프 백작은 유산을 포기하지 않고 다른 사람으로 계속해서 변장해가며 세 남매를 위협한다. 하지만 특별한 재능을 가진 세 남매는 남다른 지혜로 올라프의 마수로부터 빠져나가는데! 과연 그들의 앞날에는 어떤 일들이 기다리고 있을 것인가!"
774,애틀랜틱스,Movie,2019,7.3,1시간 46분,판타지,드라마,로맨스,"Mame Bineta Sane, Ibrahima Traore, Amadou Mbow, Fatou Sougou, Aminata Kane, Babacar Sylla",Mati Diop,임금이 밀려 힘들어하는 남자와 딴 남자와 결혼해야 하는 여자. 불투명한 미래에도 둘은 사랑에 빠진다. 하지만 남자는 바다를 건넜다가 사라지고 마을에선 불가해한 일이 발생한다. 그리고 남자를 목격했다는 증언. 그가 정말 돌아온 것인가.
775,레지던트 이블: 디제너레이션,Movie,2008,7.4,1시간 37분,애니메이션,공포,액션,"Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith, Crispin Freeman, Michelle Ruff",Makoto Kamiya,"바이러스에 침투된 사람들이 괴물로 변하여 다른 사람들을 공격하여 계속 바이러스를 퍼트리게 되는 사건이 공항에서 발생하게 되는데, 라쿤시티에서 유일하게 살아남은 안젤라에게 바이러스에 오염된 안제랄의 오빠 커티스가 원인을 알려주게 된다. 결국 T바이러스를 이용한 테러범의 소행으로 밝혀진다."
776,레이디 맥베스,Movie,2016,7.4,1시간 29분,드라마,로맨스,,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie, Christopher Fairbank, Golda Rosheuvel",William Oldroyd,"남편에게 종속돼 모든 자유를 빼앗긴 캐서린, 고요한 저택에 갇혀 권태로운 나날을 보내던 중 자신의 명령에 불복종하는 하인 세바스찬에게서 묘한 쾌감을 느낀다. 그때부터, 그녀는 모든 금기를 깨고 자신의 욕망을 따르게 되는데…"
777,365일,Movie,2020,5.9,1시간 54분,드라마,로맨스,MadeinEurope,", , Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze",Tomasz Mandes,직장에서 성공 가도를 달리지만 연인과의 관계는 열정을 잃은 지 오래인 여자. 생일을 맞아 떠난 여행에서 마피아 보스에게 납치당하며 아찔한 나날이 시작된다. 마음을 얻기 위해 365일 동안 뭐든 하겠다는 이 남자를 믿어도 될까.
778,시간이탈자,Movie,2016,7.5,1시간 47분,스릴러,드라마,판타지,"Im Soo-jung, Cho Jung-seok, Lee Jin-wook, Jung Jin-young, Lee Ki-woo, On Ju-wan",Kwak Jae-yong,"1983년 1월 1일, 고등학교 교사 지환은 같은 학교 동료이자 연인인 윤정에게 청혼을 하던 중 강도를 만나 칼에 찔려 의식을 잃는다. 2015년 1월 1일, 강력계 형사 건우 역시 뒤쫓던 범인의 총에 맞아 쓰러진다. 30여 년의 간격을 두고 같은 날, 같은 시간, 같은 병원으로 실려간 지환과 건우는 생사를 오가는 상황에서 가까스로 살아나게 되고, 그 날 이후 두 사람은 꿈을 통해 서로의 일상을 보기 시작한다. 두 남자는 처음엔 믿지 않았지만, 서로가 다른 시간대에 실제 존재하는 사람이라는 것을 알게 된다. 건우는 꿈 속에서 본 지환의 약혼녀 윤정과 놀랍도록 닮은 소은을 만나게 되면서 운명처럼 그녀에게 마음이 끌린다. 어느 날, 건우는 1980년대 미제 살인사건을 조사하던 중, 윤정이 30년 전에 살해 당했다는 기록을 발견하고, 사건을 파헤치기 시작한다. 지환 역시 건우를 통해 약혼녀 윤정이 곧 죽을 운명에 처해있다는 사실을 알게 된다. 두 남자는 윤정의 예정된 죽음을 막기 위해 시간을 뛰어넘는 추적을 함께 시작하는데... 서로 다른 시대, 하나의 살인사건 사랑하는 그녀를 구하기 위한 두 남자의 간절한 사투가 시작된다! “사랑해. 내가 꼭 지켜줄게”"
779,"눈부신 세상 끝에서, 너와 나",Movie,2020,7.9,1시간 48분,로맨스,드라마,,"Elle Fanning, Justice Smith, Alexandra Shipp, Kelli O'Hara, Lamar Johnson, Virginia Gardner",Brett Haley,"왜 그 애에겐 끌리는 걸까? 불안하고 상처 입은 두 십 대. 인디애나의 경이로운 장소들을 찾아다니면서, 전과는 다른 세상을 만난다. 밝고 아름다운 삶을 발견한다."
780,포에버 리치,Movie,2021,6.5,1시간 29분,범죄,코미디,드라마,"Jonas Smulders, Daniël Kolf, Sinem Kavus, Hadewych Minis, Yootha Wong-Loi-Sing, Mustafa Duygulu",Shady El-Hamus,"치솟는 인기에 두려울 게 없던 래퍼. 승승장구하던 어느 날, 그의 자존심을 완전히 짓밟는 영상이 퍼져 버렸다. 그리고 오늘 밤, 실추된 이미지를 회복하기 위한 필사의 추격전이 시작된다."
781,미션 임파서블: 고스트 프로토콜,Movie,2011,8,2시간 13분,스릴러,액션,,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner, Michael Nyqvist, Vladimir Mashkov",Brad Bird,"러시아 크렘린 궁 폭발 테러 사건에 연루되며 사상 초유의 존립 위기를 맞게 된 IMF. 국가적 분쟁을 피하기 위해 미 정부는 IMF 조직에 대해 고스트 프로토콜을 발동하고, 조직의 과거도 정체도 모두 지워버린다. 순식간에 국제 테러리스트가 되어 버린 특수 비밀요원 이단 헌트는 자신과 조직의 명예를 되찾기 위해 지상 최대의 불가능한 미션을 다시 시작한다. 누구도 좀처럼 믿지 않는 그이지만, 이번만큼은 현재 의지할 수 있는 유일한 동료 세 명과 함께 새로운 팀을 이뤄 임무에 나선다. 그들의 임무는 소련과 미국을 이간질해 핵전쟁을 일으키려는 매드사이언티스트를 막는 것인데..."
782,디스커버리,Movie,2017,7,1시간 42분,스릴러,SF,드라마,"Jason Segel, Rooney Mara, Robert Redford, Jesse Plemons, Riley Keough, Ron Canada",Charlie McDowell,저명한 물리학자 토마스 하버는 사후세계가 실제로 존재한다는 것을 과학적으로 밝혀내고 4백만명이 넘는 사람들이 현재의 삶을 포기하고 새로운 삶을 시작할 수 있는 ‘그 곳’으로 가기 위해 스스로 목숨을 끊는 상황이 발생하게 된다. 토마스의 아들 윌은 아버지의 위험한 연구를 막기 위해 토마스가 비밀 실험을 하고 있는 섬으로 찾아가는 도중 미스터리한 여인 아일라를 만나게 되는데… 사후세계가 과학적으로 존재한다는 사실이 밝혀지면서 수백만 명의 사람들이 ‘그 곳’으로 가기 위해 스스로 목숨을 끊는 가운데 한 남녀의 사랑 이야기를 담은 영화
783,미션 임파서블 3,Movie,2006,7.5,2시간 6분,스릴러,액션,,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup, Michelle Monaghan, Jonathan Rhys Meyers",J.J. Abrams,"IMF 최고의 베테랑 특수 요원으로서 항상 긴장감 속에 경계를 늦추지 않던 이단 헌트. 이제 현장에서 한 발 물러나 특수 요원 트레이닝에 전념하며 삶의 여유를 찾고, 사랑하는 여인 줄리아와 행복한 결혼을 꿈꾼다. 하지만 그녀와의 약혼식 날, 급작스런 본부의 호출을 받은 이단 헌트에게 악명 높은 국제 암거래상 오웬 데비언에게 인질로 잡혀있는 IMF 요원을 구출하라는 명령이 떨어진다. 약혼녀에게 차마 사실을 알리지 못한 채 작전에 임하는 이단 헌트는 요원을 구출하는 데에 극적으로 성공하지만 그녀는 결국 목숨을 잃고 마는데..."
784,찬실이는 복도 많지,Movie,2020,7.5,1시간 36분,판타지,,,"Kang Mal-geum, Youn Yuh-jung, Kim Young-min, Yoon Seung-ah, Bae Yoo-ram, Seo Sang-won",Kim Cho-hee,"집도 없고, 남자도 없고, 갑자기 일마저 똑 끊겨버린 영화 프로듀서 찬실. 찬실은 변두리 산꼭대기 마을로 이사한다. 현생은 망했다 싶지만, 친한 배우 소피네 가사도우미로 취직해 살길을 도모한다. 그런데 소피의 불어 선생님 영이 누나 마음을 설레게 하더니 장국영이라 우기는 비밀스런 남자까지 등장! 새로 이사간 집주인 할머니도 정이 넘쳐 흐른다. 평생 일복만 터져왔는데, 영화를 그만두니 전에 없던 ‘복’도 들어오는 걸까?"
785,위험한 드라이브,Movie,2019,5.3,2시간 27분,스릴러,범죄,드라마,"Sushant Singh Rajput, Jacqueline Fernandez, Boman Irani, Pankaj Tripathi, Sapna Pabbi, Vikramjeet Virk",Tarun Mansukhani,"거금을 탈취하라. 악명 높은 도둑이 강도 작전에 길거리 레이서를 끌어들인다. 그들의 목표는 추악한 비밀을 품은 인도 관료. 대담하고 교묘하게, 속이고 훔치고 튄다!"
786,패닉 룸,Movie,2002,7.5,1시간 53분,스릴러,공포,범죄,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam, Jared Leto, Ann Magnuson",David Fincher,"뉴욕 맨하튼의 고급주택. 멕(조디 포스터)은 남편과 이혼하고 딸(크리스틴 스튜어트)과 함께 새 집으로 이사 온다. 그 집에는 외부와는 완벽하게 차단된 안전한 공간 패닉 룸이 있다. 당뇨를 앓고 있는 어린 딸 사라와 폐쇄공포증이 있는 멕. 아직은 낯선 그 집에서 첫날 밤을 보내게 되는 그들 앞에 세 명의 무단 침입자가 나타난다. 할아버지가 남긴 막대한 유산을 혼자 차지하기 위해 범행을 계획한 주니어(자레드 레토), 패닉 룸의 설계자로 아이의 양육비 때문에 동참하게 되는 버냄(포레스트 휘테커), 그리고 주니어가 데려온 정체불명의 마스크 맨 라울(드라이트 요아캄). 셋은 패닉 룸 안에 숨겨져 있는 거액의 돈을 차지하기위해 저택에 칩입하지만 집 안에 사람이 있다는 것을 알고 나서 모든 계획에 차질이 생긴다."
787,복면달호,Movie,2007,7.4,1시간 54분,코미디,다큐멘터리,,", , Cha Tae-hyun, Lim Chae-mu, Lee So-yeon, Lee Byung-Joon",Hyeon-su Kim,"내일의 락스타를 꿈꾸며 지방 나이트에서 열심히 샤우팅을 내지르던 봉달호와 그의 목소리에서 신이 내린 천상의 뽕필을 발견한큰소리 기획의 장사장의 잘못된 만남. 가수 데뷔라는 말에 이성상실, 앞뒤 안 보고 계약서에 도장을 찍어버린 후 달호의 인생은 완전 화려하게 꼬여 버렸다. 자신을 키워 줄 것이라 굳게 믿었던 큰소리 기획이 트로트 전문 음반 기획사였던 것이다. 결국 법적 사슬에 묶여 피할 수 없는 현실 앞에 어쩔 수 없이 트로트 가수로 거듭나기 위한 초강도의 스파르타 식 트레이닝에 들어간 봉달호. 이로써 큰소리 기획의 야심 찬 프로젝트가 시작되는데..."
788,Fantastic Fungi,Movie,2019,8,1시간 21분,다큐멘터리,,,"Brie Larson, Michael Pollan, Paul Stamets, Roland Griffiths, Andrew Weil, Mary P. Cosmiano",Louie Schwartzberg,"Fantastic Fungi is a descriptive time-lapse journey about the magical, mysterious and medicinal world of fungi and their power to heal, sustain and contribute to the regeneration of life on Earth that began 3.5 billion years ago."
789,데들리 일루전,Movie,2021,5.8,1시간 54분,스릴러,,,"Kristin Davis, Dermot Mulroney, Shanola Hampton, Lora Martinez-Cunningham, Greer Grammer, Grayson Berry",Anna Elizabeth James,"수년째 슬럼프를 겪는 베스트셀러 작가 메리. 글을 쓰기로 결심한 후 아이들의 보모로 그레이스를 집에 들인다. 많은 시간을 함께 보내면서 젊고 아름다운 그레이스에게 끌리기 시작하고, 상상 속 세계와 현실의 경계가 점차 흐릿해진다."
790,발레리안: 천 개 행성의 도시,Movie,2017,7.3,2시간 16분,SF,가족,액션,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke, Herbie Hancock",Luc Besson,"수천 종의 외계종족이 평화롭게 살고 있는 28세기의 우주. 에이전트 발레리안과 로렐린에게 30년 전 사라진 행성 뮐의 마지막 남은 컨버터를 되찾아 오라는 미션이 내려진다. 그들은 키리안 행성에서 컨버터가 거래되고 있다는 정보를 입수하지만, 뜻하지 않게 외계종족의 표적이 되어버린다. 가까스로 컨버터를 구출해 낸 그들은 우주수호부의 본거지 알파로 향하고, 제한된 시간 안에 평화를 위협하는 레드존에 진입해 위협 요소를 제거해야 하는 새로운 임무를 받게 된다. 하지만 이 모든 사건이 자신들이 구출한 컨버터와 연계되어 있다는 사실을 알게 되는데..."
791,나를 차버린 스파이,Movie,2018,7,1시간 57분,코미디,액션,,"Mila Kunis, Kate McKinnon, Justin Theroux, Sam Heughan, Lolly Adefope, Dustin Demri-Burns",Susanna Fogel,"생일날 문자 이별 통보도 모자라 엿 같은 미션을 남기고 떠난 CIA 구남친 덕에 오드리와 절친 모건은 국제적인 범죄에 연루된다. 얼떨결에 스파이가 되어버린 이들이 유럽 전역을 누비는 가운데, 정체를 알 수 없는 영국 요원들이 접근하고 최정예 킬러까지 따라붙으며 두 절친의 입담과 액션이 터지기 시작하는데… 올여름, 이들의 근본 없는 액션이 당신을 깨운다!"
792,오두막,Movie,2017,7.7,2시간 12분,판타지,드라마,,"Sam Worthington, Octavia Spencer, Tim McGraw, Aviv Alush, Sumire Matsubara, Radha Mitchell",Stuart Hazeldine,"가족 여행 중 사랑하는 막내딸을 잃고 깊은 슬픔에 잠긴 채 살아가는 남자 맥(샘 워싱턴)에게 어느 날 의문의 편지 한 통이 도착한다. 정체불명의 ‘파파’로부터 온 편지는 딸을 잃은 바로 그 오두막으로 그를 초대하고 주변의 만류에도 불구하고, 맥은 혼자 오두막으로 향한다. 오두막에 도착한 맥은 신비로운 세 사람과 만난 후, 마법과도 같은 믿을 수 없는 경험을 하게 되는데…"
793,간디,Movie,1982,8.4,3시간 11분,드라마,역사,,"Ben Kingsley, Candice Bergen, Edward Fox, John Gielgud, Trevor Howard, John Mills",Richard Attenborough,"영국에 유학해 변호사 자격을 딴 간디(벤 킹슬리)는 1893년 남아프리카에 가 소송사건을 맡는다. 간디는 그 곳에서 유색인종에 대한 차별대우를 받게 된다. 이를 계기로 그는 남아프리카의 인도 거류민을 돕기 위한 다양한 활동을 시작한다. 이후 1915년, 간디는 인도로 돌아와 인도독립을 위한 노력을 하게 된다. 그는 비폭력운동을 주도하면서 수차례 투옥되기도 한다. 인도는 마침내 1947년 8월 영국으로부터 독립을 이룬다. 그러나 힌두교와 이슬람교의 종교적 대립으로 인해 인도와 파키스탄으로 나뉘어 독립을 하게 된다. 이후에도 종교분쟁을 해결하기 위해 노력했던 간디는 1948년 1월 과격파 힌두교도가 쏜 총탄에 암살당한다."
794,말모이,Movie,2019,8.2,2시간 15분,드라마,코미디,역사,"Yoo Hae-jin, Yoon Kye-sang, Kim Hong-pa, Woo Hyeon, Kim Tae-hun, Kim Sun-young",Eom Yu-na,"1940년대 우리말이 점점 사라져가고 있는 경성. 극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수. 하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다. 사전 만드는데 전과자에다 까막눈이라니! 그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다. 돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고, 정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다. 얼마 남지 않은 시간, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데…"
795,공동경비구역 JSA,Movie,2000,8.5,1시간 50분,드라마,스릴러,전쟁,"Lee Byung-hun, Song Kang-ho, Lee Young-ae, Kim Tae-woo, Shin Ha-kyun, Christoph Hofrichter",Park Chan-wook,비무장지대 수색 중 지뢰를 밟아 대열에서 낙오된 이수혁 병장은 북한군 중사 오경필과 전사 정우진의 도움으로 다행히 목숨을 건진다. 이를 계기로 그들은 친해졌고 이수혁 병장은 군사분계선을 넘어 그들을 만나러 간다. 그러던 어느날 그들이 만나는 장면을 북한군에게 들키고 친형제처럼 친하게 지내던 그들은 서로 총부리를 겨눈다. 그리고 판문점 공동경비구역 내 북한 초소에서 총성이 울린다. 사건의 진상을 밝히기 위해 중립국 감독위원회 소속의 한국계 스위스인 소피 장 소령이 파견된다. 그녀는 진실을 밝히기 위해 그들을 만나는데...
796,샌 안드레아스,Movie,2015,7,1시간 54분,스릴러,액션,드라마,"Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi, Paul Giamatti",Brad Peyton,"샌 안드레아스 단층이 마침내 끊어져 규모 9의 강진이 발생하자 구조헬기 조종사 드웨인 존슨은 사이가 멀어진 아내와 함께 외동딸을 구하기 위해 최악의 상황 속으로 뛰어든다. 세상이 무너지는 마지막 순간, 당신은 어디에서 누구와 함께 할 것인가!"
797,플라이트,Movie,2012,7.8,2시간 18분,드라마,스릴러,MadeinEurope,"Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Bruce Greenwood, Brian Geraghty",Robert Zemeckis,"완벽한 비행실력 빼고는 모든 것이 엉망진창인 파일럿 휘태커. 어느 화창한 가을날, 그는 정원 102명, 올랜도-애틀란타 행 사우스젯 227 항공기 조종석에 앉는다. 그러나 이륙 10여분 후 강한 난기류에 이어 기체 결함이 발생하고 사우스젯 227기는 속수무책으로 지상을 향해 곤두박질친다. 엔진 마저 고장난 상황! 파일럿 휘태커는 뛰어난 기지를 발휘해 연속으로 기체를 뒤집어 활공하며 기적적으로 비행기를 비상착륙 시킨다. 100% 사망의 위기에서 95% 승객의 목숨을 살려내며 하루 아침에 영웅이 된 휘태커. 하지만 하나의 진실이 그를 인생 최대의 딜레마에 빠지게 한다."
798,폴리와 함께,Movie,2004,6.7,1시간 30분,코미디,로맨스,,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing, Alec Baldwin, Hank Azaria",John Hamburg,매사에 꼬치꼬치 따지고 분석하길 좋아하는 보험회사 손해 사정사 루벤 페퍼 (벤 스틸러)는 결혼 후 신혼 여행지에서 자신의 부인이 프랑스인 스쿠버 강사와 바람을 피는 장면을 목격하게 된다. 충격을 받은 루벤 페퍼는 이 일로 인해 가뜩이나 소심했던 성격이 더욱 더 매사에 꼼꼼하고 조심하는 소심남으로 변모한다. 상심해서 집에 돌아온 그는 우연히 들른 한 파티장에서 웨이트리스로 일하는 중학교 동창 폴리 (제니퍼 애니스톤)를 만난다. 학창시절엔 공부 잘하고 똑똑했던 폴리였지만 성인이 된 그녀는 허리에 커다란 문신을 새기고 살사 춤을 즐기며 자유로운 삶을 쫓는 히피같은 여자로 변해있었다. 자기와는 전혀 어울리지 않는 폴리에게 뜻밖의 호감을 갖게된 루벤은 그녀와의 데이트를 감행한다. 평소 안전 지상주의로 살아온 그로서는 상당한 모험을 감행 하는 것이었다. 그러한 모험은 현실로 나타나 폴리와의 데이트는 과민성 대장 증후군을 앓고 있는 그에게 설사병을 안겨주는 등 여러 가지 부작용을 낳게 되고 루벤의 주위 사람들도 어울리지않는 두 사람의 만남에 걱정을 하게 된다. 설상가상으로 프랑스인 스쿠버 강사와 눈이 맞아 신혼 여행지에 눌러 앉았던 루벤의 전 부인 리사 마저 재결합을 원한다며 돌아오게 되는데..
799,황당한 외계인: 폴,Movie,2011,7.7,1시간 44분,SF,코미디,MadeinEurope,"Seth Rogen, Simon Pegg, Nick Frost, Jason Bateman, Kristen Wiig, Bill Hader",Greg Mottola,"외계인과 SF를 좋아하는 절친한 괴짜 그램과 클라이브는 SF 코믹콘 행사에 참여하기 위해 미국 여행길에 오른다. 코믹콘 행사 이후 SF 매니아들 사이에서는 외계인 성지 순례길이라고 불리우는 UFO의 메카, 외계인 연구 비밀 구역 ‘에이리어 51’구역까지 찾아간 두 남자. 오마이 갓뜨! 그 곳에서 그들이 한 평생 꿈에만 그리던 진짜 외계인을 만나게 되는데 지구에 온 지 60년이 된 ‘폴'이라는 이름을 가진 그는 음주가무과 음담패설을 즐기며 외계인 포스라고는 전혀 찾아볼 수 없다. 우주선을 타고 탐사를 나왔다가 60년 전에 사고로 지구에 혼자 남게 되고 그 동안 미국의 정부와 영화 산업에 많은 일을 하며 지냈다는 폴이 자신의 목숨이 위험하다며 그들에게 도움을 요청한다. 반신반의로 ‘폴’을 도울 수 밖에 없게 된 그램과 클라이브. 폴을 이용해서 한 몫을 챙기려는 이들로부터 쫓고 쫓기는 사상 최대의 글로벌 추격전이 시작된다!"
800,7년의 밤,Movie,2018,6.4,2시간 3분,스릴러,액션,드라마,"Ryu Seung-ryong, Jang Dong-gun, Song Sae-byuk, Go Kyung-pyo, Moon Jeong-hee, Lee Re",Choo Chang-min,"인적이 드문 세령마을의 댐 관리팀장으로 부임을 앞둔 최현수. 가족이 지낼 사택을 보러 가는 날, 안개가 짙게 깔린 세령마을 입구에서 길을 잃고 헤매던 중 갑자기 뛰어나온 여자 아이를 쳐 교통사고를 낸다. 너무 놀란 최현수는 한 순간의 잘못된 선택으로 호수에 아이를 유기한다. 아이의 실종으로 마을은 발칵 뒤집혀 수색 작업이 시작되고, 결국 싸늘한 주검으로 돌아온 딸을 보자 광기 어린 분노에 사로잡힌, 마을 대지주이자 아이의 아버지 오영제. 사고가 아니라 사건이라고 판단한 그는 직접 범인을 찾기 위해 증거를 모으기 시작한다."
801,황혼의 사무라이,Movie,2002,8.6,2시간 9분,로맨스,드라마,역사,"Hiroyuki Sanada, Rie Miyazawa, Nenji Kobayashi, Mitsuru Fukikoshi, Kanako Fukaura, Hiroshi Kanbe",Yoji Yamada,"하급 무사인 이구치 세이베에는 가족들을 돌보기 위해 일과가 끝나면 동료들과 어울리지도 않고 곧장 집으로 돌아간다. 친구들은 이런 그를 황혼의 세이베에라며 놀리지만 그는 아랑곳하지 않는다. 그러던 어느 날, 세이베에는 옛친구인 이이누마와 재회하고 그의 여동생인 토모에가 친정에 돌아와 있다는 사실을 전해듣는다. 그리고 우연한 기회에 토모에의 남편과 결투를 하게 된 세이베에는 그를 간단히 제압하여 이름을 알리게 된다. 남편의 학대를 받고 살아오던 토모에는 이 일을 계기로 세이베에와 가까워지는데..."
802,어 베리 머리 크리스마스,Movie,2015,6,56min,코미디,음악,,"Bill Murray, Paul Shaffer, George Clooney, Miley Cyrus, Michael Cera, Amy Poehler",Sofia Coppola,"음악, 장난끼, 술집, 동지애를 선보일 빌 머레이의 연휴 버라이어티 쇼에서 삐딱한 반전을 선사해 줄 올스타 군단이 뭉쳤다."
803,코치 카터,Movie,2005,8.1,2시간 16분,드라마,역사,스포츠,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Channing Tatum, Ashanti",Thomas Carter,"70년대에 리치몬드 고교 농구팀의 스타로 이름을 날렸던 ‘켄 카터’ (사무엘 잭슨 분) . 이제 중년이 된 그는 스포츠용품 점을 경영하며, 역시 고교 농구 선수인 아들 데미언의 장래를 걱정하는 평범한 아버지로 살아가고 있다. 그런 그에게 모교의 농구팀 코치를 맡아달라는 제의가 들어오고, 카터는 망설임 끝에 코치 자리를 수락한다. 캘리포니아 주에서도 주로 가난한 흑인들이 거주하는 리치몬드의 흑인 아이들은 대부분 학업을 중도에 포기하고 빗나간 인생 길을 걷는 일이 비일비재하다. 카터 코치는 반항적이고 제멋대로인 아이들만 모아놓은 듯한 리치몬드 고교 농구 팀을 맡아, 마음 속에 두 가지 목표를 세운다. 하나는 4년째 최하위 팀에 머물고있는 리치몬드 농구부에 옛날의 영광을 되찾아주는 일. 또 하나는 목표도 없이 방황하는 농구부 아이들이 지금보다 더 나은 삶을 살아갈 수 있도록 제대로 학교를 졸업 시키고, 대학에 진학시키는 일. 카터는 첫 목표의 달성을 위해 아이들에게 혹독한 훈련을 시키고 규율을 따르도록 가르친다. 그리고 두 번째 목표를 위해, 아이들이 학생으로서 먼저 학업에 충실하도록 엄격한 기준을 정해 반 강제적으로 공부를 시킨다. 대쪽 같은 성격으로 자신의 신념을 밀어 부치는 카터의 교육 방식은 처음부터 학생과 학부모, 그리고 학교 선생들의 반감을 사게 되는데………"
804,아웃로 킹,Movie,2018,7.5,2시간 2분,드라마,역사,전쟁,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran",David Mackenzie,"영국에 충성을 약속한 스코틀랜드 귀족 로버트 브루스. 굴종의 치욕을 씻기 위해, 그가 피를 나눈 형제들과 함께 반란을 일으킨다."
